what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100548955
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100558214
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100624384
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249100713243
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249100732310
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100832958
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100848247
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100849390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100850449
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100883680
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100885004
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100887798
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100892017
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100894136
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100895100
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249100896523
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1249100934130
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1249100934962
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1249100935370
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1249100941017
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1249100943935
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100944880
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100954143
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100965029
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249100980941
