what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1249101492311
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101495071
opened,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101497617
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101497663
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101497686
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1249101497701
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101500548
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101566054
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101574690
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101632399
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101647963
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101658513
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101659428
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101689479
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101714801
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249101715715
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101719058
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249101720741
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101723553
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101727874
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101731285
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1249101737486
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249101739390
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1249101742705
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249101744272
