what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::ch.epfl.lamp.sdt.ui.scalaeditor.rulerActions/scala.doubleClickBreakpointAction",1249146859306
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249146870877
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249146873953
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1249146874414
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1249146874590
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1249146874647
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.BreakpointView",1249146876382
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1249146886253
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1249146886355
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Terminate",1249146903621
activated,perspective,ch.epfl.lamp.sdt.core,2.7.5.final,"ch.epfl.lamp.sdt.core.perspective",1249146906166
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249146906182
executed,command,,,"AUTOGEN:::ch.epfl.lamp.sdt.ui.scalaeditor.rulerActions/scala.doubleClickBreakpointAction",1249146927749
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249146934922
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249146965452
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249146998714
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249147004595
executed,command,,,"AUTOGEN:::ch.epfl.lamp.sdt.ui.scalaeditor.rulerActions/scala.doubleClickBreakpointAction",1249147044391
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249147048720
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249147053903
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1249147053995
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1249147069022
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1249147069120
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1249147071120
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepInto",1249147079063
