what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157032514
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157064230
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157480049
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249157482396
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157487190
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1249157502745
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157507726
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1249157537915
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1249157539410
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1249157553428
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157560936
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157578755
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157592969
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157597202
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157604904
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157615615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157617553
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.cleanAction",1249157617596
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157621895
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157747619
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249157754400
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249157759809
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157774878
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249157776176
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.cleanAction",1249157776217
