what,kind,bundleId,bundleVersion,description,time
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150489886
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150532898
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150539271
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150556662
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150563216
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150567579
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150570313
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150577426
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150579585
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150585036
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150589347
closed,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150594568
closed,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249150596239
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150600943
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150611250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150614069
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150617595
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150685724
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150696084
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150719697
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150740013
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150745330
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249150843680
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249150856953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249151389419
