what,kind,bundleId,bundleVersion,description,time
activated,editor,ch.epfl.lamp.sdt.core,2.8.0.r18418-b20090731023640,"scala.tools.eclipse.ScalaEditor",1249092806237
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1249092806428
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092823163
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092825275
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.cleanAction",1249092825330
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1249092825378
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092848170
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092868159
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092869310
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092880735
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092901430
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092946037
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249092949263
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249093358473
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249093441386
started,bundle,org.eclipse.pde.api.tools,1.0.100.v20090526,"org.eclipse.pde.api.tools",1249093453067
started,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1249093453069
started,bundle,org.eclipse.mylyn.java.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.ui",1249093453078
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249093461212
started,bundle,org.eclipse.wst.server.core,1.1.101.v20090515,"org.eclipse.wst.server.core",1249093463197
started,bundle,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui",1249093463210
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1249093463264
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1249093463411
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1249093464586
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1249093465368
