what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1249152451671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1249152458259
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249152481254
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152485489
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152499694
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249152514632
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152538056
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152562610
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152626706
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152629854
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152644935
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152672088
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152711124
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152714154
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152714963
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152717757
activated,editor,ch.epfl.lamp.sdt.core,2.7.5.final,"scala.tools.eclipse.Editor",1249152721807
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1249152744554
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152752001
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152752542
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.cleanAction",1249152752585
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152769054
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152779537
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152780538
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1249152816906
